x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.47106724977493286,0.672444760799408,-1.8387004274700303e-07,0.5675002932548523,0.6343047022819519,-0.0704282820224762,0.6737417578697205,0.5536908507347107,-0.1048773005604744,0.6672956943511963,0.4550837576389313,-0.13364554941654205,0.5861461758613586,0.4184172749519348,-0.15579813718795776,0.6074897646903992,0.4177399277687073,-0.029473118484020233,0.6026584506034851,0.344369500875473,-0.08936665952205658,0.5794719457626343,0.35993653535842896,-0.11975591629743576,0.5654748678207397,0.38996216654777527,-0.12847541272640228,0.5247296690940857,0.4070756435394287,-0.0146812554448843,0.5058817863464355,0.35619422793388367,-0.07495611160993576,0.499754935503006,0.4599582254886627,-0.08050830662250519,0.5190235376358032,0.4970566928386688,-0.0662141740322113,0.452715665102005,0.40912628173828125,-0.01256142370402813,0.4204912483692169,0.3610040545463562,-0.07533856481313705,0.42636001110076904,0.44874265789985657,-0.055129025131464005,0.4472295641899109,0.4855266511440277,-0.023493817076086998,0.3768681287765503,0.42105919122695923,-0.016881056129932404,0.3520975112915039,0.3738064169883728,-0.054438650608062744,0.36531686782836914,0.4339536726474762,-0.035381950438022614,0.3868557810783386,0.4696592688560486,-0.0083491001278162
0.4751180410385132,0.6861133575439453,-1.5175282896962017e-07,0.5689110159873962,0.6414146423339844,-0.07000631093978882,0.6693831086158752,0.5600218772888184,-0.10801181197166443,0.6604833602905273,0.46167486906051636,-0.14199699461460114,0.5785738825798035,0.4255182445049286,-0.16820989549160004,0.6007547378540039,0.4211502969264984,-0.026753906160593033,0.5881292223930359,0.34259510040283203,-0.09002909064292908,0.581387460231781,0.3700190782546997,-0.12089450657367706,0.5820868015289307,0.411121129989624,-0.12802423536777496,0.5187217593193054,0.4147723615169525,-0.013290364295244217,0.4995163083076477,0.3654059171676636,-0.0745246410369873,0.5024404525756836,0.46821701526641846,-0.08018196374177933,0.5190486907958984,0.49766805768013,-0.0651417076587677,0.44815170764923096,0.41888678073883057,-0.013186534866690636,0.41597217321395874,0.3700575828552246,-0.07539010047912598,0.4291149973869324,0.4548746347427368,-0.054823797196149826,0.44642946124076843,0.4862430691719055,-0.022641276940703392,0.3731229305267334,0.43213963508605957,-0.01974804699420929,0.3504185378551483,0.3834730386734009,-0.05564722791314125,0.3689883351325989,0.4419144093990326,-0.03548739477992058,0.3878463804721832,0.47471997141838074,-0.0071186767891049385
0.4212232232093811,0.6203780174255371,-9.024093117204757e-08,0.530452311038971,0.5800658464431763,-0.08196455240249634,0.6322421431541443,0.5109033584594727,-0.12617743015289307,0.5951213836669922,0.4129790663719177,-0.16186247766017914,0.5018998980522156,0.3646104037761688,-0.18869851529598236,0.5816998481750488,0.34750571846961975,-0.040550295263528824,0.5747689604759216,0.2768596410751343,-0.1087241917848587,0.5555940866470337,0.30669644474983215,-0.1454388052225113,0.5438434481620789,0.3413897156715393,-0.15851400792598724,0.49336305260658264,0.3294576108455658,-0.02307727001607418,0.4740699231624603,0.2791011929512024,-0.09238334000110626,0.46808645129203796,0.3922756612300873,-0.1041959598660469,0.4811362624168396,0.4341265559196472,-0.09287989139556885,0.4125947654247284,0.32916969060897827,-0.019372014328837395,0.38033294677734375,0.28489431738853455,-0.08917026221752167,0.38947272300720215,0.38296425342559814,-0.07060232013463974,0.405649334192276,0.42038244009017944,-0.038975320756435394,0.32304829359054565,0.3417544364929199,-0.022647056728601456,0.30651023983955383,0.2977745234966278,-0.0635753944516182,0.3237432837486267,0.3675968050956726,-0.0437094084918499,0.34226372838020325,0.4033679664134979,-0.015407680533826351
0.3993895649909973,0.6594709157943726,3.107209067820804e-08,0.5156359672546387,0.6181507706642151,-0.10116539895534515,0.6335163116455078,0.5511332750320435,-0.1583174765110016,0.6129390001296997,0.44755426049232483,-0.20365814864635468,0.5147987604141235,0.3962858021259308,-0.23782658576965332,0.5878651142120361,0.3553754687309265,-0.05481397360563278,0.5790870785713196,0.30906152725219727,-0.13434812426567078,0.5547938942909241,0.3346569240093231,-0.17298413813114166,0.5334191918373108,0.35215628147125244,-0.1859317421913147,0.48803800344467163,0.3309350609779358,-0.03298689424991608,0.46596410870552063,0.29820048809051514,-0.11325857788324356,0.4599112868309021,0.43148377537727356,-0.11863712221384048,0.4744986593723297,0.4592738747596741,-0.09884563088417053,0.3990165889263153,0.3289905786514282,-0.028107790276408195,0.3651420772075653,0.31178659200668335,-0.10990696400403976,0.37718555331230164,0.423705518245697,-0.08380817621946335,0.3938719630241394,0.44629818201065063,-0.044151671230793,0.30299845337867737,0.3435018062591553,-0.032218340784311295,0.2873557507991791,0.32936200499534607,-0.07898697257041931,0.3074007034301758,0.4101385474205017,-0.05648735910654068,0.32716113328933716,0.4331832528114319,-0.024772154167294502
0.40678703784942627,0.6569526195526123,-1.1794639220852332e-07,0.5331506729125977,0.6120136976242065,-0.10093243420124054,0.6624922752380371,0.5418286323547363,-0.1570880264043808,0.6427438259124756,0.4340207278728485,-0.20181670784950256,0.5375170111656189,0.385213166475296,-0.2332620620727539,0.60533607006073,0.32497304677963257,-0.049802348017692566,0.5979478359222412,0.28684699535369873,-0.13132019340991974,0.57707679271698,0.3504083454608917,-0.1710708886384964,0.5629932284355164,0.3840734660625458,-0.18332934379577637,0.500295877456665,0.29779958724975586,-0.027231082320213318,0.48475950956344604,0.2775314450263977,-0.10193158686161041,0.4805964231491089,0.4200654625892639,-0.10509371012449265,0.491549015045166,0.44299882650375366,-0.0856027603149414,0.4046160578727722,0.29791098833084106,-0.022106613963842392,0.37772613763809204,0.2810616195201874,-0.09849677234888077,0.390048623085022,0.40073949098587036,-0.06732185184955597,0.4017140567302704,0.4244941174983978,-0.025513751432299614,0.2997497022151947,0.3161691427230835,-0.026153666898608208,0.29414892196655273,0.2939907908439636,-0.06606801599264145,0.3141677677631378,0.37434497475624084,-0.03736698254942894,0.32854360342025757,0.397356241941452,-0.0013721220893785357
0.40957316756248474,0.6733708381652832,-6.09889667657626e-08,0.5306598544120789,0.6345047354698181,-0.117604561150074,0.6666868925094604,0.5594661831855774,-0.18639874458312988,0.6577726602554321,0.44292885065078735,-0.24116133153438568,0.5428833365440369,0.3906874656677246,-0.28186047077178955,0.6139220595359802,0.3168102502822876,-0.07090689986944199,0.60932457447052,0.28524696826934814,-0.1623285710811615,0.5840593576431274,0.3342517614364624,-0.20505118370056152,0.5618258714675903,0.36502066254615784,-0.21766962110996246,0.503187358379364,0.2843465209007263,-0.04437071084976196,0.4829564094543457,0.28050553798675537,-0.12464574724435806,0.47883954644203186,0.42965516448020935,-0.12245850265026093,0.49191078543663025,0.44847503304481506,-0.09795594960451126,0.4020453095436096,0.28596222400665283,-0.03729940578341484,0.37071022391319275,0.2871690094470978,-0.11856202781200409,0.3858758211135864,0.4120803773403168,-0.07973286509513855,0.4004001021385193,0.4329551160335541,-0.03259674459695816,0.29315483570098877,0.3093821704387665,-0.04163871705532074,0.28342097997665405,0.3008400499820709,-0.08478249609470367,0.3050549030303955,0.38685810565948486,-0.05277121067047119,0.3217499852180481,0.40819305181503296,-0.013945174403488636
0.4014813303947449,0.6957439184188843,-2.674676125025144e-07,0.5282451510429382,0.6615266799926758,-0.1454821228981018,0.6720359325408936,0.5771104097366333,-0.22580887377262115,0.6577077507972717,0.4572492241859436,-0.2836000621318817,0.5361352562904358,0.4099593162536621,-0.3215499520301819,0.6086992621421814,0.28646978735923767,-0.10647666454315186,0.6070314049720764,0.30160894989967346,-0.20637521147727966,0.586567759513855,0.42325836420059204,-0.25369781255722046,0.5761601328849792,0.4464874267578125,-0.27401676774024963,0.4890269637107849,0.2550830841064453,-0.07039213180541992,0.47471585869789124,0.3011566400527954,-0.16436007618904114,0.4747171700000763,0.45848366618156433,-0.17318153381347656,0.4803714156150818,0.4475959241390228,-0.15940026938915253,0.37818652391433716,0.2696414589881897,-0.054537490010261536,0.3561439514160156,0.3189466893672943,-0.14619340002536774,0.37805166840553284,0.4481915533542633,-0.11642366647720337,0.39089235663414,0.44036898016929626,-0.07785318791866302,0.26862502098083496,0.30260032415390015,-0.05183619633316994,0.2636127173900604,0.346330851316452,-0.1003880649805069,0.29149720072746277,0.43228384852409363,-0.07853805273771286,0.3083297312259674,0.4271296262741089,-0.04927836358547211
0.40572434663772583,0.7014201879501343,-3.480511736597691e-07,0.5303522944450378,0.6560014486312866,-0.1228107213973999,0.6790758371353149,0.5709002614021301,-0.19429931044578552,0.6713925004005432,0.4502132833003998,-0.2506454288959503,0.5488123297691345,0.4007350206375122,-0.28921186923980713,0.6054946184158325,0.2811645269393921,-0.07116963714361191,0.6135095953941345,0.2838192582130432,-0.1662750095129013,0.5884772539138794,0.38253432512283325,-0.21078763902187347,0.565370500087738,0.41582420468330383,-0.22508370876312256,0.48175153136253357,0.24773764610290527,-0.04508957266807556,0.47228899598121643,0.2828218936920166,-0.12448367476463318,0.46902996301651,0.4437948167324066,-0.12402474880218506,0.4745394289493561,0.44058606028556824,-0.10249641537666321,0.369064599275589,0.26041632890701294,-0.039144713431596756,0.3478289246559143,0.2922443151473999,-0.12011554837226868,0.36800557374954224,0.42746660113334656,-0.08085856586694717,0.37961992621421814,0.4327002763748169,-0.034878503531217575,0.2531817555427551,0.29801231622695923,-0.04518260434269905,0.24877287447452545,0.31540146470069885,-0.085560642182827,0.27779996395111084,0.4045920968055725,-0.05174912512302399,0.2945592701435089,0.4116367995738983,-0.012093435041606426
0.37250491976737976,0.7228173613548279,-2.9669388368347427e-07,0.5141723155975342,0.6837642788887024,-0.17002451419830322,0.6810042858123779,0.5776494741439819,-0.2667323648929596,0.6563394665718079,0.442139595746994,-0.338336706161499,0.5069172382354736,0.4095146358013153,-0.38776645064353943,0.5909234881401062,0.2439166009426117,-0.13408368825912476,0.5999665856361389,0.26609086990356445,-0.25119277834892273,0.5725607872009277,0.40095359086990356,-0.302603542804718,0.5502914190292358,0.42300423979759216,-0.32390379905700684,0.4519070088863373,0.21012014150619507,-0.09465529769659042,0.44393429160118103,0.27420079708099365,-0.20784641802310944,0.4425714313983917,0.4509144723415375,-0.21811270713806152,0.44343301653862,0.42651617527008057,-0.20149841904640198,0.3254798352718353,0.2302442193031311,-0.07800046354532242,0.30682671070098877,0.29517629742622375,-0.18741758167743683,0.33584100008010864,0.4407266676425934,-0.15419280529022217,0.35037893056869507,0.4247726798057556,-0.11023932695388794,0.20168845355510712,0.26871103048324585,-0.0767369195818901,0.20512525737285614,0.320051372051239,-0.13373978435993195,0.24090297520160675,0.4160943925380707,-0.10867822170257568,0.26030346751213074,0.40831565856933594,-0.07570971548557281
0.4460408389568329,0.6049908399581909,-4.0199972772825276e-07,0.5739172697067261,0.5633553266525269,-0.09548790007829666,0.7178861498832703,0.489895761013031,-0.14896461367607117,0.7178217172622681,0.3762035667896271,-0.19243130087852478,0.6059281229972839,0.3319591283798218,-0.22276106476783752,0.6306841969490051,0.24768555164337158,-0.04860897734761238,0.6530491709709167,0.20729433000087738,-0.13420188426971436,0.6283860802650452,0.31112366914749146,-0.18076308071613312,0.6076400876045227,0.3569084703922272,-0.19734714925289154,0.526216983795166,0.22685818374156952,-0.030787523835897446,0.5348024368286133,0.20492833852767944,-0.10892465710639954,0.5251482725143433,0.3538287580013275,-0.12105350196361542,0.5201131105422974,0.3854330778121948,-0.1087632030248642,0.4268341660499573,0.23327498137950897,-0.028714995831251144,0.4248233437538147,0.21242056787014008,-0.10625209659337997,0.43367254734039307,0.34488004446029663,-0.07704237103462219,0.4321870803833008,0.38151299953460693,-0.03569355979561806,0.3187258541584015,0.25697511434555054,-0.0348467193543911,0.338838666677475,0.22334614396095276,-0.0717947706580162,0.3548785448074341,0.3140856623649597,-0.03772547096014023,0.35319504141807556,0.3486498296260834,0.0024727722629904747
